source,tissue,dataset,type,cell_type,method,score
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,immature B cell,Claude-4.1,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,immature B cell,DeepSeek-R1,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,immature B cell,Doubao-1.6,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,immature B cell,Gemini-2.0,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,immature B cell,Gemini-2.5,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,immature B cell,GPT-4o,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,immature B cell,GPT-5,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,immature B cell,Grok-3,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,immature B cell,Grok-4,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,immature B cell,Kimi-k2,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,immature B cell,CellMarker2.0,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,immature B cell,ScType,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,immature B cell,SingleR,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,late pro-B cell,Claude-3.7,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,late pro-B cell,Claude-4.1,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,late pro-B cell,DeepSeek-R1,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,late pro-B cell,Doubao-1.6,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,late pro-B cell,Gemini-2.0,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,late pro-B cell,Gemini-2.5,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,late pro-B cell,GPT-4o,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,late pro-B cell,GPT-5,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,late pro-B cell,Grok-3,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,late pro-B cell,Grok-4,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,late pro-B cell,Kimi-k2,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,late pro-B cell,CellMarker2.0,0
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,late pro-B cell,ScType,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,late pro-B cell,SingleR,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,macrophage,Claude-3.7,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,macrophage,Claude-4.1,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,macrophage,DeepSeek-R1,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,macrophage,Doubao-1.6,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,macrophage,Gemini-2.0,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,macrophage,Gemini-2.5,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,macrophage,GPT-4o,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,macrophage,GPT-5,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,macrophage,Grok-3,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,macrophage,Grok-4,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,macrophage,Kimi-k2,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,macrophage,CellMarker2.0,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,macrophage,ScType,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,macrophage,SingleR,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,monocyte,Claude-3.7,1
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,monocyte,Claude-4.1,1
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,monocyte,DeepSeek-R1,1
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,monocyte,Doubao-1.6,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,monocyte,Gemini-2.0,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,monocyte,Gemini-2.5,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,monocyte,GPT-4o,1
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,monocyte,GPT-5,1
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,monocyte,Grok-3,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,monocyte,Grok-4,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,monocyte,Kimi-k2,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,monocyte,CellMarker2.0,1
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,monocyte,ScType,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,monocyte,SingleR,1
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,proerythroblast,Claude-3.7,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,proerythroblast,Claude-4.1,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,proerythroblast,DeepSeek-R1,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,proerythroblast,Doubao-1.6,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,proerythroblast,Gemini-2.0,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,proerythroblast,Gemini-2.5,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,proerythroblast,GPT-4o,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,proerythroblast,GPT-5,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,proerythroblast,Grok-3,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,proerythroblast,Grok-4,1
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,proerythroblast,Kimi-k2,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,proerythroblast,CellMarker2.0,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,proerythroblast,ScType,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,proerythroblast,SingleR,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,promonocyte,Claude-3.7,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,promonocyte,Claude-4.1,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,promonocyte,DeepSeek-R1,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,promonocyte,Doubao-1.6,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,promonocyte,Gemini-2.0,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,promonocyte,Gemini-2.5,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,promonocyte,GPT-4o,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,promonocyte,GPT-5,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,promonocyte,Grok-3,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,promonocyte,Grok-4,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,promonocyte,Kimi-k2,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,promonocyte,CellMarker2.0,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,promonocyte,ScType,0.5
Tabula Muris,Marrow,Tabula_Muris_Marrow,Broad Cell type,promonocyte,SingleR,0.5
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,B cell,Claude-3.7,1
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,B cell,Claude-4.1,1
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,B cell,DeepSeek-R1,1
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,B cell,Doubao-1.6,1
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,B cell,Gemini-2.0,1
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,B cell,Gemini-2.5,1
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,B cell,GPT-4o,1
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,B cell,GPT-5,1
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,B cell,Grok-3,1
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,B cell,Grok-4,1
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,B cell,Kimi-k2,1
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,B cell,CellMarker2.0,0.5
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,B cell,ScType,0
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,B cell,SingleR,1
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,T cell,Claude-3.7,1
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,T cell,Claude-4.1,1
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,T cell,DeepSeek-R1,1
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,T cell,Doubao-1.6,1
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,T cell,Gemini-2.0,1
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,T cell,Gemini-2.5,1
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,T cell,GPT-4o,1
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,T cell,GPT-5,1
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,T cell,Grok-3,1
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,T cell,Grok-4,1
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,T cell,Kimi-k2,1
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,T cell,CellMarker2.0,1
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,T cell,ScType,0
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,T cell,SingleR,1
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,dendritic cell,Claude-3.7,1
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,dendritic cell,Claude-4.1,1
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,dendritic cell,DeepSeek-R1,1
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,dendritic cell,Doubao-1.6,1
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,dendritic cell,Gemini-2.0,0
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,dendritic cell,Gemini-2.5,0.5
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,dendritic cell,GPT-4o,1
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,dendritic cell,GPT-5,1
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,dendritic cell,Grok-3,0.5
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,dendritic cell,Grok-4,1
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,dendritic cell,Kimi-k2,1
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,dendritic cell,CellMarker2.0,1
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,dendritic cell,ScType,0
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,dendritic cell,SingleR,0.5
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,macrophage,Claude-3.7,1
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,macrophage,Claude-4.1,1
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,macrophage,DeepSeek-R1,1
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,macrophage,Doubao-1.6,0.5
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,macrophage,Gemini-2.0,1
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,macrophage,Gemini-2.5,0.5
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,macrophage,GPT-4o,1
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,macrophage,GPT-5,1
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,macrophage,Grok-3,1
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,macrophage,Grok-4,1
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,macrophage,Kimi-k2,1
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,macrophage,CellMarker2.0,0.5
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,macrophage,ScType,0.5
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,macrophage,SingleR,0.5
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,natural killer cell,Claude-3.7,1
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,natural killer cell,Claude-4.1,1
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,natural killer cell,DeepSeek-R1,1
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,natural killer cell,Doubao-1.6,1
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,natural killer cell,Gemini-2.0,1
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,natural killer cell,Gemini-2.5,1
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,natural killer cell,GPT-4o,1
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,natural killer cell,GPT-5,1
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,natural killer cell,Grok-3,1
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,natural killer cell,Grok-4,1
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,natural killer cell,Kimi-k2,1
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,natural killer cell,CellMarker2.0,0.5
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,natural killer cell,ScType,0
Tabula Muris,Spleen,Tabula_Muris_Spleen,Broad Cell type,natural killer cell,SingleR,1
Tabula Muris,Thymus,Tabula_Muris_Thymus,Broad Cell type,DN1 thymic pro-T cell,Claude-3.7,0
Tabula Muris,Thymus,Tabula_Muris_Thymus,Broad Cell type,DN1 thymic pro-T cell,Claude-4.1,0
Tabula Muris,Thymus,Tabula_Muris_Thymus,Broad Cell type,DN1 thymic pro-T cell,DeepSeek-R1,0
Tabula Muris,Thymus,Tabula_Muris_Thymus,Broad Cell type,DN1 thymic pro-T cell,Doubao-1.6,0
Tabula Muris,Thymus,Tabula_Muris_Thymus,Broad Cell type,DN1 thymic pro-T cell,Gemini-2.0,0
Tabula Muris,Thymus,Tabula_Muris_Thymus,Broad Cell type,DN1 thymic pro-T cell,Gemini-2.5,0
Tabula Muris,Thymus,Tabula_Muris_Thymus,Broad Cell type,DN1 thymic pro-T cell,GPT-4o,0
Tabula Muris,Thymus,Tabula_Muris_Thymus,Broad Cell type,DN1 thymic pro-T cell,GPT-5,0
Tabula Muris,Thymus,Tabula_Muris_Thymus,Broad Cell type,DN1 thymic pro-T cell,Grok-3,0
Tabula Muris,Thymus,Tabula_Muris_Thymus,Broad Cell type,DN1 thymic pro-T cell,Grok-4,0
Tabula Muris,Thymus,Tabula_Muris_Thymus,Broad Cell type,DN1 thymic pro-T cell,Kimi-k2,0
Tabula Muris,Thymus,Tabula_Muris_Thymus,Broad Cell type,DN1 thymic pro-T cell,CellMarker2.0,0
Tabula Muris,Thymus,Tabula_Muris_Thymus,Broad Cell type,DN1 thymic pro-T cell,ScType,0
Tabula Muris,Thymus,Tabula_Muris_Thymus,Broad Cell type,DN1 thymic pro-T cell,SingleR,0.5
Tabula Muris,Thymus,Tabula_Muris_Thymus,Broad Cell type,immature T cell,Claude-3.7,0.5
Tabula Muris,Thymus,Tabula_Muris_Thymus,Broad Cell type,immature T cell,Claude-4.1,1
Tabula Muris,Thymus,Tabula_Muris_Thymus,Broad Cell type,immature T cell,DeepSeek-R1,0.5
Tabula Muris,Thymus,Tabula_Muris_Thymus,Broad Cell type,immature T cell,Doubao-1.6,1
Tabula Muris,Thymus,Tabula_Muris_Thymus,Broad Cell type,immature T cell,Gemini-2.0,0.5
Tabula Muris,Thymus,Tabula_Muris_Thymus,Broad Cell type,immature T cell,Gemini-2.5,1
Tabula Muris,Thymus,Tabula_Muris_Thymus,Broad Cell type,immature T cell,GPT-4o,0.5
Tabula Muris,Thymus,Tabula_Muris_Thymus,Broad Cell type,immature T cell,GPT-5,1
Tabula Muris,Thymus,Tabula_Muris_Thymus,Broad Cell type,immature T cell,Grok-3,0.5
Tabula Muris,Thymus,Tabula_Muris_Thymus,Broad Cell type,immature T cell,Grok-4,1
Tabula Muris,Thymus,Tabula_Muris_Thymus,Broad Cell type,immature T cell,Kimi-k2,1
Tabula Muris,Thymus,Tabula_Muris_Thymus,Broad Cell type,immature T cell,CellMarker2.0,0
Tabula Muris,Thymus,Tabula_Muris_Thymus,Broad Cell type,immature T cell,ScType,0
Tabula Muris,Thymus,Tabula_Muris_Thymus,Broad Cell type,immature T cell,SingleR,0.5
Tabula Muris,Thymus,Tabula_Muris_Thymus,Broad Cell type,leukocyte,Claude-3.7,1
Tabula Muris,Thymus,Tabula_Muris_Thymus,Broad Cell type,leukocyte,Claude-4.1,1
Tabula Muris,Thymus,Tabula_Muris_Thymus,Broad Cell type,leukocyte,DeepSeek-R1,1
Tabula Muris,Thymus,Tabula_Muris_Thymus,Broad Cell type,leukocyte,Doubao-1.6,0.5
Tabula Muris,Thymus,Tabula_Muris_Thymus,Broad Cell type,leukocyte,Gemini-2.0,1
Tabula Muris,Thymus,Tabula_Muris_Thymus,Broad Cell type,leukocyte,Gemini-2.5,1
Tabula Muris,Thymus,Tabula_Muris_Thymus,Broad Cell type,leukocyte,GPT-4o,1
Tabula Muris,Thymus,Tabula_Muris_Thymus,Broad Cell type,leukocyte,GPT-5,1
Tabula Muris,Thymus,Tabula_Muris_Thymus,Broad Cell type,leukocyte,Grok-3,1
Tabula Muris,Thymus,Tabula_Muris_Thymus,Broad Cell type,leukocyte,Grok-4,0.5
Tabula Muris,Thymus,Tabula_Muris_Thymus,Broad Cell type,leukocyte,Kimi-k2,1
Tabula Muris,Thymus,Tabula_Muris_Thymus,Broad Cell type,leukocyte,CellMarker2.0,0
Tabula Muris,Thymus,Tabula_Muris_Thymus,Broad Cell type,leukocyte,ScType,1
Tabula Muris,Thymus,Tabula_Muris_Thymus,Broad Cell type,leukocyte,SingleR,1
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Lamp5,Claude-3.7,1
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Lamp5,Claude-4.1,1
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Lamp5,DeepSeek-R1,1
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Lamp5,Doubao-1.6,0.5
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Lamp5,Gemini-2.0,0.5
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Lamp5,Gemini-2.5,0.5
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Lamp5,GPT-4o,1
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Lamp5,GPT-5,0.5
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Lamp5,Grok-3,1
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Lamp5,Grok-4,0.5
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Lamp5,Kimi-k2,1
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Lamp5,CellMarker2.0,0.5
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Lamp5,ScType,0.5
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Lamp5,SingleR,0.5
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Meis2,Claude-3.7,0.5
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Meis2,Claude-4.1,1
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Meis2,DeepSeek-R1,0.5
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Meis2,Doubao-1.6,0.5
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Meis2,Gemini-2.0,1
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Meis2,Gemini-2.5,0.5
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Meis2,GPT-4o,1
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Meis2,GPT-5,0.5
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Meis2,Grok-3,0.5
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Meis2,Grok-4,1
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Meis2,Kimi-k2,0.5
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Meis2,CellMarker2.0,0.5
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Meis2,ScType,0
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Meis2,SingleR,0.5
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Pvalb,Claude-3.7,1
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Pvalb,Claude-4.1,1
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Pvalb,DeepSeek-R1,1
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Pvalb,Doubao-1.6,1
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Pvalb,Gemini-2.0,1
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Pvalb,Gemini-2.5,1
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Pvalb,GPT-4o,1
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Pvalb,GPT-5,1
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Pvalb,Grok-3,1
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Pvalb,Grok-4,1
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Pvalb,Kimi-k2,0.5
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Pvalb,CellMarker2.0,0.5
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Pvalb,ScType,0.5
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Pvalb,SingleR,0.5
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Serpinf1,Claude-3.7,0.5
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Serpinf1,Claude-4.1,0.5
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Serpinf1,DeepSeek-R1,0.5
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Serpinf1,Doubao-1.6,0.5
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Serpinf1,Gemini-2.0,0.5
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Serpinf1,Gemini-2.5,0.5
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Serpinf1,GPT-4o,0.5
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Serpinf1,GPT-5,0.5
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Serpinf1,Grok-3,0.5
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Serpinf1,Grok-4,1
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Serpinf1,Kimi-k2,0.5
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Serpinf1,CellMarker2.0,0
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Serpinf1,ScType,0
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Serpinf1,SingleR,0.5
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Sncg,Claude-3.7,0.5
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Sncg,Claude-4.1,1
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Sncg,DeepSeek-R1,1
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Sncg,Doubao-1.6,1
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Sncg,Gemini-2.0,1
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Sncg,Gemini-2.5,0.5
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Sncg,GPT-4o,1
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Sncg,GPT-5,0.5
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Sncg,Grok-3,1
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Sncg,Grok-4,1
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Sncg,Kimi-k2,0.5
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Sncg,CellMarker2.0,0
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Sncg,ScType,0
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Sncg,SingleR,0.5
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Sst,Claude-3.7,1
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Sst,Claude-4.1,1
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Sst,DeepSeek-R1,1
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Sst,Doubao-1.6,1
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Sst,Gemini-2.0,1
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Sst,Gemini-2.5,1
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Sst,GPT-4o,1
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Sst,GPT-5,1
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Sst,Grok-3,1
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Sst,Grok-4,1
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Sst,Kimi-k2,1
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Sst,CellMarker2.0,1
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Sst,ScType,0
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Sst,SingleR,0.5
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Vip,Claude-3.7,1
Neocortical,GABAergic,Neocortical_GABAergic,Mouse,Vip,Claude-4.1,1
