dataset,scenario,method,metric,score
human_pancreas,randomly_wrong_70,STACAS,kBET,0.538496
human_pancreas,randomly_wrong_70,STACAS,lisi_b,0.247274
human_pancreas,randomly_wrong_70,STACAS,lisi_c,0.996878
human_pancreas,randomly_wrong_70,STACAS,lisi_f1,0.396258
human_pancreas,randomly_wrong_70,STACAS,pos_rate,0.975156
human_pancreas,randomly_wrong_70,STACAS,truepos_rate,0.114699
human_pancreas,randomly_wrong_70,scANVI,ARI_cluster/label,0.943787
human_pancreas,randomly_wrong_70,scANVI,ASW_label,0.560099
human_pancreas,randomly_wrong_70,scANVI,ASW_label/batch,0.895809
human_pancreas,randomly_wrong_70,scANVI,NMI_cluster/label,0.907415
human_pancreas,randomly_wrong_70,scANVI,graph_conn,0.98634
human_pancreas,randomly_wrong_70,scANVI,isolated_label_F1,0.134615
human_pancreas,randomly_wrong_70,scANVI,isolated_label_silhouette,0.667241
human_pancreas,randomly_wrong_70,scANVI,kBET,0.493441
human_pancreas,randomly_wrong_70,scANVI,lisi_b,0.318448
human_pancreas,randomly_wrong_70,scANVI,lisi_c,0.992005
human_pancreas,randomly_wrong_70,scANVI,lisi_f1,0.482127
human_pancreas,randomly_wrong_70,scANVI,pos_rate,0.964351
human_pancreas,randomly_wrong_70,scANVI,truepos_rate,0.230009
human_pancreas,randomly_wrong_70,scDREAMER,ARI_cluster/label,0.185853
human_pancreas,randomly_wrong_70,scDREAMER,ASW_label,0.59881
human_pancreas,randomly_wrong_70,scDREAMER,ASW_label/batch,0.851724
human_pancreas,randomly_wrong_70,scDREAMER,NMI_cluster/label,0.550947
human_pancreas,randomly_wrong_70,scDREAMER,graph_conn,0.889824
human_pancreas,randomly_wrong_70,scDREAMER,isolated_label_F1,0.0296296
human_pancreas,randomly_wrong_70,scDREAMER,isolated_label_silhouette,0.553267
human_pancreas,randomly_wrong_70,scDREAMER,kBET,0.704528
human_pancreas,randomly_wrong_70,scDREAMER,lisi_b,0.435813
human_pancreas,randomly_wrong_70,scDREAMER,lisi_c,0.992355
human_pancreas,randomly_wrong_70,scDREAMER,lisi_f1,0.605645
human_pancreas,randomly_wrong_70,scDREAMER,pos_rate,0.961604
human_pancreas,randomly_wrong_70,scDREAMER,truepos_rate,0.801245
human_pancreas,randomly_wrong_70,scGEN,ARI_cluster/label,0.915431
human_pancreas,randomly_wrong_70,scGEN,ASW_label,0.568524
human_pancreas,randomly_wrong_70,scGEN,ASW_label/batch,0.901868
human_pancreas,randomly_wrong_70,scGEN,NMI_cluster/label,0.887419
human_pancreas,randomly_wrong_70,scGEN,graph_conn,0.975525
human_pancreas,randomly_wrong_70,scGEN,isolated_label_F1,0.104478
human_pancreas,randomly_wrong_70,scGEN,isolated_label_silhouette,0.683037
human_pancreas,randomly_wrong_70,scGEN,kBET,0.271302
human_pancreas,randomly_wrong_70,scGEN,lisi_b,0.170972
human_pancreas,randomly_wrong_70,scGEN,lisi_c,0.994766
human_pancreas,randomly_wrong_70,scGEN,lisi_f1,0.291793
human_pancreas,randomly_wrong_70,scGEN,pos_rate,0.973752
human_pancreas,randomly_wrong_70,scGEN,truepos_rate,0.0347332
human_pancreas,singleR,ItClust,ARI_cluster/label,0.123098
human_pancreas,singleR,ItClust,ASW_label,0.389944
human_pancreas,singleR,ItClust,ASW_label/batch,0.479234
human_pancreas,singleR,ItClust,NMI_cluster/label,0.245646
human_pancreas,singleR,ItClust,graph_conn,0.558387
human_pancreas,singleR,ItClust,isolated_label_F1,0.0888889
human_pancreas,singleR,ItClust,isolated_label_silhouette,0.659013
human_pancreas,singleR,ItClust,kBET,0.299513
human_pancreas,singleR,ItClust,lisi_b,0.322171
human_pancreas,singleR,ItClust,lisi_c,0.88552
human_pancreas,singleR,ItClust,lisi_f1,0.472453
human_pancreas,singleR,ItClust,pos_rate,0.305091
human_pancreas,singleR,ItClust,truepos_rate,0.0832011
human_pancreas,singleR,STACAS,ARI_cluster/label,0.956609
human_pancreas,singleR,STACAS,ASW_label,0.560074
human_pancreas,singleR,STACAS,ASW_label/batch,0.866373
human_pancreas,singleR,STACAS,NMI_cluster/label,0.924773
human_pancreas,singleR,STACAS,graph_conn,0.986682
human_pancreas,singleR,STACAS,isolated_label_F1,0.0813953
human_pancreas,singleR,STACAS,isolated_label_silhouette,0.604377
human_pancreas,singleR,STACAS,kBET,0.474779
human_pancreas,singleR,STACAS,lisi_b,0.223044
human_pancreas,singleR,STACAS,lisi_c,0.996943
human_pancreas,singleR,STACAS,lisi_f1,0.364532
human_pancreas,singleR,STACAS,pos_rate,0.975888
human_pancreas,singleR,STACAS,truepos_rate,0.061958
human_pancreas,singleR,scANVI,ARI_cluster/label,0.942748
human_pancreas,singleR,scANVI,ASW_label,0.561526
human_pancreas,singleR,scANVI,ASW_label/batch,0.882156
human_pancreas,singleR,scANVI,NMI_cluster/label,0.908097
human_pancreas,singleR,scANVI,graph_conn,0.989004
human_pancreas,singleR,scANVI,isolated_label_F1,0.194444
human_pancreas,singleR,scANVI,isolated_label_silhouette,0.628251
human_pancreas,singleR,scANVI,kBET,0.543608
human_pancreas,singleR,scANVI,lisi_b,0.274837
human_pancreas,singleR,scANVI,lisi_c,0.991941
human_pancreas,singleR,scANVI,lisi_f1,0.430419
human_pancreas,singleR,scANVI,pos_rate,0.962459
human_pancreas,singleR,scANVI,truepos_rate,0.146258
human_pancreas,singleR,scDREAMER,ARI_cluster/label,0.529017
human_pancreas,singleR,scDREAMER,ASW_label,0.560739
human_pancreas,singleR,scDREAMER,ASW_label/batch,0.853564
human_pancreas,singleR,scDREAMER,NMI_cluster/label,0.655245
human_pancreas,singleR,scDREAMER,graph_conn,0.908654
human_pancreas,singleR,scDREAMER,isolated_label_F1,0.0909091
human_pancreas,singleR,scDREAMER,isolated_label_silhouette,0.568175
human_pancreas,singleR,scDREAMER,kBET,0.58291
human_pancreas,singleR,scDREAMER,lisi_b,0.370972
human_pancreas,singleR,scDREAMER,lisi_c,0.982547
human_pancreas,singleR,scDREAMER,lisi_f1,0.538592
human_pancreas,singleR,scDREAMER,pos_rate,0.918935
human_pancreas,singleR,scDREAMER,truepos_rate,0.285985
human_pancreas,singleR,scGEN,ARI_cluster/label,0.558709
human_pancreas,singleR,scGEN,ASW_label,0.560074
human_pancreas,singleR,scGEN,ASW_label/batch,0.866373
human_pancreas,singleR,scGEN,NMI_cluster/label,0.740917
human_pancreas,singleR,scGEN,graph_conn,0.955854
human_pancreas,singleR,scGEN,isolated_label_F1,0.0813953
human_pancreas,singleR,scGEN,isolated_label_silhouette,0.604377
human_pancreas,singleR,scGEN,kBET,0.278147
human_pancreas,singleR,scGEN,lisi_b,0.149911
human_pancreas,singleR,scGEN,lisi_c,0.991172
human_pancreas,singleR,scGEN,lisi_f1,0.260433
human_pancreas,singleR,scGEN,pos_rate,0.96252
human_pancreas,singleR,scGEN,truepos_rate,0.028507
human_pancreas,unsupervised,Harmony,ARI_cluster/label,0.953225
human_pancreas,unsupervised,Harmony,ASW_label,0.624457
human_pancreas,unsupervised,Harmony,ASW_label/batch,0.871617
human_pancreas,unsupervised,Harmony,NMI_cluster/label,0.919287
human_pancreas,unsupervised,Harmony,graph_conn,0.974322
human_pancreas,unsupervised,Harmony,isolated_label_F1,0.096552
human_pancreas,unsupervised,Harmony,isolated_label_silhouette,0.620789
human_pancreas,unsupervised,Harmony,kBET,0.41682
human_pancreas,unsupervised,Harmony,lisi_b,0.234261
human_pancreas,unsupervised,Harmony,lisi_c,0.996137
human_pancreas,unsupervised,Harmony,lisi_f1,0.379318
human_pancreas,unsupervised,Harmony,pos_rate,0.969723
human_pancreas,unsupervised,Harmony,truepos_rate,0.119888
human_pancreas,unsupervised,Seurat,ARI_cluster/label,0.947821
human_pancreas,unsupervised,Seurat,ASW_label,0.685445
human_pancreas,unsupervised,Seurat,ASW_label/batch,0.851785
human_pancreas,unsupervised,Seurat,NMI_cluster/label,0.912455
human_pancreas,unsupervised,Seurat,graph_conn,0.981263
human_pancreas,unsupervised,Seurat,isolated_label_F1,0.215385
human_pancreas,unsupervised,Seurat,isolated_label_silhouette,0.630494
human_pancreas,unsupervised,Seurat,kBET,0.698247
human_pancreas,unsupervised,Seurat,lisi_b,0.24984
human_pancreas,unsupervised,Seurat,lisi_c,0.995446
human_pancreas,unsupervised,Seurat,lisi_f1,0.39943
human_pancreas,unsupervised,Seurat,pos_rate,0.969296
human_pancreas,unsupervised,Seurat,truepos_rate,0.0953486
human_pancreas,unsupervised,scCRAFT,ARI_cluster/label,0.95111
human_pancreas,unsupervised,scCRAFT,ASW_label,0.696782
human_pancreas,unsupervised,scCRAFT,ASW_label/batch,0.927987
human_pancreas,unsupervised,scCRAFT,NMI_cluster/label,0.918114
human_pancreas,unsupervised,scCRAFT,graph_conn,0.959422
human_pancreas,unsupervised,scCRAFT,isolated_label_F1,0.097902
human_pancreas,unsupervised,scCRAFT,isolated_label_silhouette,0.546051
human_pancreas,unsupervised,scCRAFT,kBET,0.534377
human_pancreas,unsupervised,scCRAFT,lisi_b,0.44057
human_pancreas,unsupervised,scCRAFT,lisi_c,0.995127
human_pancreas,unsupervised,scCRAFT,lisi_f1,0.610746
human_pancreas,unsupervised,scCRAFT,pos_rate,0.966549
human_pancreas,unsupervised,scCRAFT,truepos_rate,0.58198
human_pancreas,unsupervised,scVI,ARI_cluster/label,0.945282
human_pancreas,unsupervised,scVI,ASW_label,0.556335
human_pancreas,unsupervised,scVI,ASW_label/batch,0.878569
human_pancreas,unsupervised,scVI,NMI_cluster/label,0.907139
human_pancreas,unsupervised,scVI,graph_conn,0.987088
human_pancreas,unsupervised,scVI,isolated_label_F1,0.130841
human_pancreas,unsupervised,scVI,isolated_label_silhouette,0.714344
human_pancreas,unsupervised,scVI,kBET,0.511966
human_pancreas,unsupervised,scVI,lisi_b,0.282697
human_pancreas,unsupervised,scVI,lisi_c,0.992556
human_pancreas,unsupervised,scVI,lisi_f1,0.440058
human_pancreas,unsupervised,scVI,pos_rate,0.964901
human_pancreas,unsupervised,scVI,truepos_rate,0.148456
human_pancreas,unsupervised,scanorama,ARI_cluster/label,0.955929
human_pancreas,unsupervised,scanorama,ASW_label,0.591414
human_pancreas,unsupervised,scanorama,ASW_label/batch,0.923887
human_pancreas,unsupervised,scanorama,NMI_cluster/label,0.924127
human_pancreas,unsupervised,scanorama,graph_conn,0.981614
human_pancreas,unsupervised,scanorama,isolated_label_F1,0.106061
human_pancreas,unsupervised,scanorama,isolated_label_silhouette,0.604791
human_pancreas,unsupervised,scanorama,kBET,0.407623
human_pancreas,unsupervised,scanorama,lisi_b,0.161
human_pancreas,unsupervised,scanorama,lisi_c,0.997
human_pancreas,unsupervised,scanorama,lisi_f1,0.278
human_pancreas,unsupervised,scanorama,pos_rate,0.981077
human_pancreas,unsupervised,scanorama,truepos_rate,0.026004
lung_atlas,Azimuth,ItClust,ARI_cluster/label,0.573593
lung_atlas,Azimuth,ItClust,ASW_label,0.585237
lung_atlas,Azimuth,ItClust,ASW_label/batch,0.432473
lung_atlas,Azimuth,ItClust,NMI_cluster/label,0.703822
lung_atlas,Azimuth,ItClust,graph_conn,0.788399
lung_atlas,Azimuth,ItClust,isolated_label_F1,0.21716
lung_atlas,Azimuth,ItClust,isolated_label_silhouette,0.890019
lung_atlas,Azimuth,ItClust,kBET,0.592006
lung_atlas,Azimuth,ItClust,lisi_b,0.201692
lung_atlas,Azimuth,ItClust,lisi_c,0.96943
lung_atlas,Azimuth,ItClust,lisi_f1,0.333913
lung_atlas,Azimuth,ItClust,pos_rate,0.760323
lung_atlas,Azimuth,ItClust,truepos_rate,0.217938
lung_atlas,Azimuth,STACAS,ARI_cluster/label,0.662963
lung_atlas,Azimuth,STACAS,ASW_label,0.594739
lung_atlas,Azimuth,STACAS,ASW_label/batch,0.836968
lung_atlas,Azimuth,STACAS,NMI_cluster/label,0.761328
lung_atlas,Azimuth,STACAS,graph_conn,0.964774
lung_atlas,Azimuth,STACAS,isolated_label_F1,0.852033
lung_atlas,Azimuth,STACAS,isolated_label_silhouette,0.613581
lung_atlas,Azimuth,STACAS,kBET,0.475212
lung_atlas,Azimuth,STACAS,lisi_b,0.166227
lung_atlas,Azimuth,STACAS,lisi_c,0.977323
lung_atlas,Azimuth,STACAS,lisi_f1,0.284128
lung_atlas,Azimuth,STACAS,pos_rate,0.832308
lung_atlas,Azimuth,STACAS,truepos_rate,0.0797785
lung_atlas,Azimuth,scANVI,ARI_cluster/label,0.552214
lung_atlas,Azimuth,scANVI,ASW_label,0.601701
lung_atlas,Azimuth,scANVI,ASW_label/batch,0.872325
lung_atlas,Azimuth,scANVI,NMI_cluster/label,0.746043
lung_atlas,Azimuth,scANVI,graph_conn,0.975958
lung_atlas,Azimuth,scANVI,isolated_label_F1,0.833073
lung_atlas,Azimuth,scANVI,isolated_label_silhouette,0.686246
lung_atlas,Azimuth,scANVI,kBET,0.423506
lung_atlas,Azimuth,scANVI,lisi_b,0.139608
lung_atlas,Azimuth,scANVI,lisi_c,0.979962
lung_atlas,Azimuth,scANVI,lisi_f1,0.244398
lung_atlas,Azimuth,scANVI,pos_rate,0.847177
lung_atlas,Azimuth,scANVI,truepos_rate,0.0705154
lung_atlas,Azimuth,scDREAMER,ARI_cluster/label,0.576406
lung_atlas,Azimuth,scDREAMER,ASW_label,0.549513
lung_atlas,Azimuth,scDREAMER,ASW_label/batch,0.888413
lung_atlas,Azimuth,scDREAMER,NMI_cluster/label,0.704679
lung_atlas,Azimuth,scDREAMER,graph_conn,0.936287
lung_atlas,Azimuth,scDREAMER,isolated_label_F1,0.216188
lung_atlas,Azimuth,scDREAMER,isolated_label_silhouette,0.541221
lung_atlas,Azimuth,scDREAMER,kBET,0.703177
lung_atlas,Azimuth,scDREAMER,lisi_b,0.21601
lung_atlas,Azimuth,scDREAMER,lisi_c,0.966916
lung_atlas,Azimuth,scDREAMER,lisi_f1,0.353131
lung_atlas,Azimuth,scDREAMER,pos_rate,0.752632
lung_atlas,Azimuth,scDREAMER,truepos_rate,0.30134
lung_atlas,Azimuth,scGEN,ARI_cluster/label,0.607918
lung_atlas,Azimuth,scGEN,ASW_label,0.563636
lung_atlas,Azimuth,scGEN,ASW_label/batch,0.835134
lung_atlas,Azimuth,scGEN,NMI_cluster/label,0.730345
lung_atlas,Azimuth,scGEN,graph_conn,0.923386
lung_atlas,Azimuth,scGEN,isolated_label_F1,0.16797
lung_atlas,Azimuth,scGEN,isolated_label_silhouette,0.500025
lung_atlas,Azimuth,scGEN,kBET,0.495095
lung_atlas,Azimuth,scGEN,lisi_b,0.162742
lung_atlas,Azimuth,scGEN,lisi_c,0.977954
lung_atlas,Azimuth,scGEN,lisi_f1,0.279047
lung_atlas,Azimuth,scGEN,pos_rate,0.828548
lung_atlas,Azimuth,scGEN,truepos_rate,0.0905797
lung_atlas,CellAssign,ItClust,ARI_cluster/label,0.149931
lung_atlas,CellAssign,ItClust,ASW_label,0.274317
lung_atlas,CellAssign,ItClust,ASW_label/batch,0.441021
lung_atlas,CellAssign,ItClust,NMI_cluster/label,0.234763
lung_atlas,CellAssign,ItClust,graph_conn,0.358664
lung_atlas,CellAssign,ItClust,isolated_label_F1,0.0563187
lung_atlas,CellAssign,ItClust,isolated_label_silhouette,0.23609
lung_atlas,CellAssign,ItClust,kBET,0.396257
lung_atlas,CellAssign,ItClust,lisi_b,0.206145
lung_atlas,CellAssign,ItClust,lisi_c,0.85756
lung_atlas,CellAssign,ItClust,lisi_f1,0.332389
lung_atlas,CellAssign,ItClust,pos_rate,0.225902
lung_atlas,CellAssign,ItClust,truepos_rate,0.0616967
lung_atlas,CellAssign,STACAS,ARI_cluster/label,0.646778
lung_atlas,CellAssign,STACAS,ASW_label,0.583448
lung_atlas,CellAssign,STACAS,ASW_label/batch,0.854823
lung_atlas,CellAssign,STACAS,NMI_cluster/label,0.759914
lung_atlas,CellAssign,STACAS,graph_conn,0.9653
lung_atlas,CellAssign,STACAS,isolated_label_F1,0.853081
lung_atlas,CellAssign,STACAS,isolated_label_silhouette,0.666894
lung_atlas,CellAssign,STACAS,kBET,0.459714
lung_atlas,CellAssign,STACAS,lisi_b,0.163995
lung_atlas,CellAssign,STACAS,lisi_c,0.976516
lung_atlas,CellAssign,STACAS,lisi_f1,0.280828
lung_atlas,CellAssign,STACAS,pos_rate,0.820857
lung_atlas,CellAssign,STACAS,truepos_rate,0.082513
lung_atlas,CellAssign,scANVI,ARI_cluster/label,0.675927
lung_atlas,CellAssign,scANVI,ASW_label,0.571301
lung_atlas,CellAssign,scANVI,ASW_label/batch,0.901628
lung_atlas,CellAssign,scANVI,NMI_cluster/label,0.761959
lung_atlas,CellAssign,scANVI,graph_conn,0.975231
lung_atlas,CellAssign,scANVI,isolated_label_F1,0.864078
lung_atlas,CellAssign,scANVI,isolated_label_silhouette,0.633629
lung_atlas,CellAssign,scANVI,kBET,0.415036
lung_atlas,CellAssign,scANVI,lisi_b,0.140255
lung_atlas,CellAssign,scANVI,lisi_c,0.978926
lung_atlas,CellAssign,scANVI,lisi_f1,0.245357
lung_atlas,CellAssign,scANVI,pos_rate,0.844169
lung_atlas,CellAssign,scANVI,truepos_rate,0.0767022
lung_atlas,CellAssign,scDREAMER,ARI_cluster/label,0.407991
lung_atlas,CellAssign,scDREAMER,ASW_label,0.53726
lung_atlas,CellAssign,scDREAMER,ASW_label/batch,0.896434
lung_atlas,CellAssign,scDREAMER,NMI_cluster/label,0.555002
lung_atlas,CellAssign,scDREAMER,graph_conn,0.913288
lung_atlas,CellAssign,scDREAMER,isolated_label_F1,0.263736
lung_atlas,CellAssign,scDREAMER,isolated_label_silhouette,0.556097
lung_atlas,CellAssign,scDREAMER,kBET,0.693736
lung_atlas,CellAssign,scDREAMER,lisi_b,0.217316
lung_atlas,CellAssign,scDREAMER,lisi_c,0.951936
lung_atlas,CellAssign,scDREAMER,lisi_f1,0.353852
lung_atlas,CellAssign,scDREAMER,pos_rate,0.674699
lung_atlas,CellAssign,scDREAMER,truepos_rate,0.272525
lung_atlas,CellAssign,scGEN,ARI_cluster/label,0.401148
lung_atlas,CellAssign,scGEN,ASW_label,0.552624
lung_atlas,CellAssign,scGEN,ASW_label/batch,0.908053
lung_atlas,CellAssign,scGEN,NMI_cluster/label,0.642587
lung_atlas,CellAssign,scGEN,graph_conn,0.957243
lung_atlas,CellAssign,scGEN,isolated_label_F1,0.67234
lung_atlas,CellAssign,scGEN,isolated_label_silhouette,0.573033
lung_atlas,CellAssign,scGEN,kBET,0.340116
lung_atlas,CellAssign,scGEN,lisi_b,0.088406
lung_atlas,CellAssign,scGEN,lisi_c,0.98006
lung_atlas,CellAssign,scGEN,lisi_f1,0.162182
lung_atlas,CellAssign,scGEN,pos_rate,0.887784
lung_atlas,CellAssign,scGEN,truepos_rate,0.0659352
lung_atlas,full_annotated_supervised,ItClust,ARI_cluster/label,0.757116
lung_atlas,full_annotated_supervised,ItClust,ASW_label,0.824225
lung_atlas,full_annotated_supervised,ItClust,ASW_label/batch,0.696893
lung_atlas,full_annotated_supervised,ItClust,NMI_cluster/label,0.908395
lung_atlas,full_annotated_supervised,ItClust,graph_conn,0.983197
lung_atlas,full_annotated_supervised,ItClust,isolated_label_F1,0.998819
lung_atlas,full_annotated_supervised,ItClust,isolated_label_silhouette,0.980417
lung_atlas,full_annotated_supervised,ItClust,kBET,0.719393
lung_atlas,full_annotated_supervised,ItClust,lisi_b,0.207797
lung_atlas,full_annotated_supervised,ItClust,lisi_c,0.988617
lung_atlas,full_annotated_supervised,ItClust,lisi_f1,0.343413
lung_atlas,full_annotated_supervised,ItClust,pos_rate,0.903746
lung_atlas,full_annotated_supervised,ItClust,truepos_rate,0.410753
lung_atlas,full_annotated_supervised,STACAS,ARI_cluster/label,0.654172
lung_atlas,full_annotated_supervised,STACAS,ASW_label,0.598355
lung_atlas,full_annotated_supervised,STACAS,ASW_label/batch,0.843687
lung_atlas,full_annotated_supervised,STACAS,NMI_cluster/label,0.765351
lung_atlas,full_annotated_supervised,STACAS,graph_conn,0.971249
lung_atlas,full_annotated_supervised,STACAS,isolated_label_F1,0.847352
lung_atlas,full_annotated_supervised,STACAS,isolated_label_silhouette,0.615326
lung_atlas,full_annotated_supervised,STACAS,kBET,0.474569
lung_atlas,full_annotated_supervised,STACAS,lisi_b,0.164919
lung_atlas,full_annotated_supervised,STACAS,lisi_c,0.981092
lung_atlas,full_annotated_supervised,STACAS,lisi_f1,0.282372
lung_atlas,full_annotated_supervised,STACAS,pos_rate,0.864985
lung_atlas,full_annotated_supervised,STACAS,truepos_rate,0.0819319
lung_atlas,full_annotated_supervised,scANVI,ARI_cluster/label,0.839477
lung_atlas,full_annotated_supervised,scANVI,ASW_label,0.64483
lung_atlas,full_annotated_supervised,scANVI,ASW_label/batch,0.869907
lung_atlas,full_annotated_supervised,scANVI,NMI_cluster/label,0.889923
lung_atlas,full_annotated_supervised,scANVI,graph_conn,0.996986
lung_atlas,full_annotated_supervised,scANVI,isolated_label_F1,0.968174
lung_atlas,full_annotated_supervised,scANVI,isolated_label_silhouette,0.77566
lung_atlas,full_annotated_supervised,scANVI,kBET,0.404589
lung_atlas,full_annotated_supervised,scANVI,lisi_b,0.142126
lung_atlas,full_annotated_supervised,scANVI,lisi_c,0.995459
lung_atlas,full_annotated_supervised,scANVI,lisi_f1,0.248738
lung_atlas,full_annotated_supervised,scANVI,pos_rate,0.963631
lung_atlas,full_annotated_supervised,scANVI,truepos_rate,0.101552
lung_atlas,full_annotated_supervised,scDREAMER,ARI_cluster/label,0.988567
lung_atlas,full_annotated_supervised,scDREAMER,ASW_label,0.620417
lung_atlas,full_annotated_supervised,scDREAMER,ASW_label/batch,0.883093
lung_atlas,full_annotated_supervised,scDREAMER,NMI_cluster/label,0.982879
lung_atlas,full_annotated_supervised,scDREAMER,graph_conn,0.999783
lung_atlas,full_annotated_supervised,scDREAMER,isolated_label_F1,0.982332
lung_atlas,full_annotated_supervised,scDREAMER,isolated_label_silhouette,0.602293
lung_atlas,full_annotated_supervised,scDREAMER,kBET,0.795383
lung_atlas,full_annotated_supervised,scDREAMER,lisi_b,0.238523
lung_atlas,full_annotated_supervised,scDREAMER,lisi_c,0.996495
lung_atlas,full_annotated_supervised,scDREAMER,lisi_f1,0.384913
lung_atlas,full_annotated_supervised,scDREAMER,pos_rate,0.992514
lung_atlas,full_annotated_supervised,scDREAMER,truepos_rate,0.627495
lung_atlas,full_annotated_supervised,scGEN,ARI_cluster/label,0.964328
lung_atlas,full_annotated_supervised,scGEN,ASW_label,0.625885
lung_atlas,full_annotated_supervised,scGEN,ASW_label/batch,0.789014
lung_atlas,full_annotated_supervised,scGEN,NMI_cluster/label,0.961589
lung_atlas,full_annotated_supervised,scGEN,graph_conn,0.995699
lung_atlas,full_annotated_supervised,scGEN,isolated_label_F1,0.994941
lung_atlas,full_annotated_supervised,scGEN,isolated_label_silhouette,0.647566
lung_atlas,full_annotated_supervised,scGEN,kBET,0.411642
lung_atlas,full_annotated_supervised,scGEN,lisi_b,0.173942
lung_atlas,full_annotated_supervised,scGEN,lisi_c,0.997848
lung_atlas,full_annotated_supervised,scGEN,lisi_f1,0.296244
lung_atlas,full_annotated_supervised,scGEN,pos_rate,0.989062
lung_atlas,full_annotated_supervised,scGEN,truepos_rate,0.141954
lung_atlas,missing_and_mixing_at_edge_30,ItClust,ARI_cluster/label,0.758958
lung_atlas,missing_and_mixing_at_edge_30,ItClust,ASW_label,0.812349
lung_atlas,missing_and_mixing_at_edge_30,ItClust,ASW_label/batch,0.502808
lung_atlas,missing_and_mixing_at_edge_30,ItClust,NMI_cluster/label,0.808517
lung_atlas,missing_and_mixing_at_edge_30,ItClust,graph_conn,0.911279
lung_atlas,missing_and_mixing_at_edge_30,ItClust,isolated_label_F1,0.875696
lung_atlas,missing_and_mixing_at_edge_30,ItClust,isolated_label_silhouette,0.70085
lung_atlas,missing_and_mixing_at_edge_30,ItClust,kBET,0.705019
lung_atlas,missing_and_mixing_at_edge_30,ItClust,lisi_b,0.227157
lung_atlas,missing_and_mixing_at_edge_30,ItClust,lisi_c,0.985077
lung_atlas,missing_and_mixing_at_edge_30,ItClust,lisi_f1,0.369182
lung_atlas,missing_and_mixing_at_edge_30,ItClust,pos_rate,0.875786
lung_atlas,missing_and_mixing_at_edge_30,ItClust,truepos_rate,0.411471
lung_atlas,missing_and_mixing_at_edge_30,STACAS,ARI_cluster/label,0.632196
lung_atlas,missing_and_mixing_at_edge_30,STACAS,ASW_label,0.59034
lung_atlas,missing_and_mixing_at_edge_30,STACAS,ASW_label/batch,0.840454
lung_atlas,missing_and_mixing_at_edge_30,STACAS,NMI_cluster/label,0.768125
lung_atlas,missing_and_mixing_at_edge_30,STACAS,graph_conn,0.963875
lung_atlas,missing_and_mixing_at_edge_30,STACAS,isolated_label_F1,0.815267
lung_atlas,missing_and_mixing_at_edge_30,STACAS,isolated_label_silhouette,0.599319
lung_atlas,missing_and_mixing_at_edge_30,STACAS,kBET,0.48524
lung_atlas,missing_and_mixing_at_edge_30,STACAS,lisi_b,0.166932
lung_atlas,missing_and_mixing_at_edge_30,STACAS,lisi_c,0.97772
lung_atlas,missing_and_mixing_at_edge_30,STACAS,lisi_f1,0.285174
lung_atlas,missing_and_mixing_at_edge_30,STACAS,pos_rate,0.837948
lung_atlas,missing_and_mixing_at_edge_30,STACAS,truepos_rate,0.0806672
lung_atlas,missing_and_mixing_at_edge_30,scANVI,ARI_cluster/label,0.723459
lung_atlas,missing_and_mixing_at_edge_30,scANVI,ASW_label,0.65346
lung_atlas,missing_and_mixing_at_edge_30,scANVI,ASW_label/batch,0.876028
lung_atlas,missing_and_mixing_at_edge_30,scANVI,NMI_cluster/label,0.815239
lung_atlas,missing_and_mixing_at_edge_30,scANVI,graph_conn,0.971637
lung_atlas,missing_and_mixing_at_edge_30,scANVI,isolated_label_F1,0.916814
lung_atlas,missing_and_mixing_at_edge_30,scANVI,isolated_label_silhouette,0.72758
lung_atlas,missing_and_mixing_at_edge_30,scANVI,kBET,0.438175
lung_atlas,missing_and_mixing_at_edge_30,scANVI,lisi_b,0.147639
lung_atlas,missing_and_mixing_at_edge_30,scANVI,lisi_c,0.989603
lung_atlas,missing_and_mixing_at_edge_30,scANVI,lisi_f1,0.256944
lung_atlas,missing_and_mixing_at_edge_30,scANVI,pos_rate,0.911916
lung_atlas,missing_and_mixing_at_edge_30,scANVI,truepos_rate,0.100561
lung_atlas,missing_and_mixing_at_edge_30,scDREAMER,ARI_cluster/label,0.833097
lung_atlas,missing_and_mixing_at_edge_30,scDREAMER,ASW_label,0.635394
lung_atlas,missing_and_mixing_at_edge_30,scDREAMER,ASW_label/batch,0.858108
lung_atlas,missing_and_mixing_at_edge_30,scDREAMER,NMI_cluster/label,0.841925
lung_atlas,missing_and_mixing_at_edge_30,scDREAMER,graph_conn,0.953171
lung_atlas,missing_and_mixing_at_edge_30,scDREAMER,isolated_label_F1,0.866557
lung_atlas,missing_and_mixing_at_edge_30,scDREAMER,isolated_label_silhouette,0.668029
lung_atlas,missing_and_mixing_at_edge_30,scDREAMER,kBET,0.673045
lung_atlas,missing_and_mixing_at_edge_30,scDREAMER,lisi_b,0.215693
lung_atlas,missing_and_mixing_at_edge_30,scDREAMER,lisi_c,0.986931
lung_atlas,missing_and_mixing_at_edge_30,scDREAMER,lisi_f1,0.354016
lung_atlas,missing_and_mixing_at_edge_30,scDREAMER,pos_rate,0.905797
lung_atlas,missing_and_mixing_at_edge_30,scDREAMER,truepos_rate,0.361396
lung_atlas,missing_and_mixing_at_edge_30,scGEN,ARI_cluster/label,0.825733
lung_atlas,missing_and_mixing_at_edge_30,scGEN,ASW_label,0.602162
lung_atlas,missing_and_mixing_at_edge_30,scGEN,ASW_label/batch,0.820322
