dataset,scenario,method,metric,score
human_immune,randomly_wrong_50,STACAS,ASW_label/batch,0.850105
human_immune,randomly_wrong_50,STACAS,NMI_cluster/label,0.794263
human_immune,randomly_wrong_50,STACAS,graph_conn,0.966426
human_immune,randomly_wrong_50,STACAS,isolated_label_F1,0.830574
human_immune,randomly_wrong_50,STACAS,isolated_label_silhouette,0.657059
human_immune,randomly_wrong_50,STACAS,kBET,0.252306
human_immune,randomly_wrong_50,STACAS,lisi_b,0.279607
human_immune,randomly_wrong_50,STACAS,lisi_c,0.988706
human_immune,randomly_wrong_50,STACAS,lisi_f1,0.435932
human_immune,randomly_wrong_50,STACAS,pos_rate,0.912016
human_immune,randomly_wrong_50,STACAS,truepos_rate,0.074136
human_immune,randomly_wrong_50,scANVI,ARI_cluster/label,0.741499
human_immune,randomly_wrong_50,scANVI,ASW_label,0.563555
human_immune,randomly_wrong_50,scANVI,ASW_label/batch,0.912667
human_immune,randomly_wrong_50,scANVI,NMI_cluster/label,0.786861
human_immune,randomly_wrong_50,scANVI,graph_conn,0.980518
human_immune,randomly_wrong_50,scANVI,isolated_label_F1,0.840389
human_immune,randomly_wrong_50,scANVI,isolated_label_silhouette,0.602305
human_immune,randomly_wrong_50,scANVI,kBET,0.305417
human_immune,randomly_wrong_50,scANVI,lisi_b,0.311877
human_immune,randomly_wrong_50,scANVI,lisi_c,0.985205
human_immune,randomly_wrong_50,scANVI,lisi_f1,0.473776
human_immune,randomly_wrong_50,scANVI,pos_rate,0.898735
human_immune,randomly_wrong_50,scANVI,truepos_rate,0.240315
human_immune,randomly_wrong_50,scDREAMER,ARI_cluster/label,0.231168
human_immune,randomly_wrong_50,scDREAMER,ASW_label,0.578688
human_immune,randomly_wrong_50,scDREAMER,ASW_label/batch,0.933609
human_immune,randomly_wrong_50,scDREAMER,NMI_cluster/label,0.529034
human_immune,randomly_wrong_50,scDREAMER,graph_conn,0.960349
human_immune,randomly_wrong_50,scDREAMER,isolated_label_F1,0.615153
human_immune,randomly_wrong_50,scDREAMER,isolated_label_silhouette,0.580807
human_immune,randomly_wrong_50,scDREAMER,kBET,0.674583
human_immune,randomly_wrong_50,scDREAMER,lisi_b,0.359828
human_immune,randomly_wrong_50,scDREAMER,lisi_c,0.985493
human_immune,randomly_wrong_50,scDREAMER,lisi_f1,0.527172
human_immune,randomly_wrong_50,scDREAMER,pos_rate,0.909509
human_immune,randomly_wrong_50,scDREAMER,truepos_rate,0.642959
human_immune,randomly_wrong_50,scGEN,ARI_cluster/label,0.658721
human_immune,randomly_wrong_50,scGEN,ASW_label,0.53416
human_immune,randomly_wrong_50,scGEN,ASW_label/batch,0.914385
human_immune,randomly_wrong_50,scGEN,NMI_cluster/label,0.712936
human_immune,randomly_wrong_50,scGEN,graph_conn,0.978478
human_immune,randomly_wrong_50,scGEN,isolated_label_F1,0.636177
human_immune,randomly_wrong_50,scGEN,isolated_label_silhouette,0.56717
human_immune,randomly_wrong_50,scGEN,kBET,0.195269
human_immune,randomly_wrong_50,scGEN,lisi_b,0.223258
human_immune,randomly_wrong_50,scGEN,lisi_c,0.982785
human_immune,randomly_wrong_50,scGEN,lisi_f1,0.363858
human_immune,randomly_wrong_50,scGEN,pos_rate,0.90533
human_immune,randomly_wrong_50,scGEN,truepos_rate,0.13517
human_immune,randomly_wrong_70,ItClust,ARI_cluster/label,0.033108
human_immune,randomly_wrong_70,ItClust,ASW_label,0.429658
human_immune,randomly_wrong_70,ItClust,ASW_label/batch,0.923486
human_immune,randomly_wrong_70,ItClust,NMI_cluster/label,0.0775442
human_immune,randomly_wrong_70,ItClust,graph_conn,0.266158
human_immune,randomly_wrong_70,ItClust,isolated_label_F1,0.152718
human_immune,randomly_wrong_70,ItClust,isolated_label_silhouette,0.44519
human_immune,randomly_wrong_70,ItClust,kBET,0.0719867
human_immune,randomly_wrong_70,ItClust,lisi_b,0.342877
human_immune,randomly_wrong_70,ItClust,lisi_c,0.822319
human_immune,randomly_wrong_70,ItClust,lisi_f1,0.48396
human_immune,randomly_wrong_70,ItClust,pos_rate,0.177789
human_immune,randomly_wrong_70,ItClust,truepos_rate,0.112159
human_immune,randomly_wrong_70,STACAS,ARI_cluster/label,0.643325
human_immune,randomly_wrong_70,STACAS,ASW_label,0.602202
human_immune,randomly_wrong_70,STACAS,ASW_label/batch,0.854494
human_immune,randomly_wrong_70,STACAS,NMI_cluster/label,0.79499
human_immune,randomly_wrong_70,STACAS,graph_conn,0.965029
human_immune,randomly_wrong_70,STACAS,isolated_label_F1,0.833892
human_immune,randomly_wrong_70,STACAS,isolated_label_silhouette,0.654553
human_immune,randomly_wrong_70,STACAS,kBET,0.23594
human_immune,randomly_wrong_70,STACAS,lisi_b,0.284108
human_immune,randomly_wrong_70,STACAS,lisi_c,0.988214
human_immune,randomly_wrong_70,STACAS,lisi_f1,0.441334
human_immune,randomly_wrong_70,STACAS,pos_rate,0.908196
human_immune,randomly_wrong_70,STACAS,truepos_rate,0.0762848
human_immune,randomly_wrong_70,scANVI,ARI_cluster/label,0.775455
human_immune,randomly_wrong_70,scANVI,ASW_label,0.545231
human_immune,randomly_wrong_70,scANVI,ASW_label/batch,0.908838
human_immune,randomly_wrong_70,scANVI,NMI_cluster/label,0.809184
human_immune,randomly_wrong_70,scANVI,graph_conn,0.979108
human_immune,randomly_wrong_70,scANVI,isolated_label_F1,0.72961
human_immune,randomly_wrong_70,scANVI,isolated_label_silhouette,0.588185
human_immune,randomly_wrong_70,scANVI,kBET,0.326094
human_immune,randomly_wrong_70,scANVI,lisi_b,0.31625
human_immune,randomly_wrong_70,scANVI,lisi_c,0.98224
human_immune,randomly_wrong_70,scANVI,lisi_f1,0.478454
human_immune,randomly_wrong_70,scANVI,pos_rate,0.883036
human_immune,randomly_wrong_70,scANVI,truepos_rate,0.246195
human_immune,randomly_wrong_70,scDREAMER,ARI_cluster/label,0.156686
human_immune,randomly_wrong_70,scDREAMER,ASW_label,0.553502
human_immune,randomly_wrong_70,scDREAMER,ASW_label/batch,0.939265
human_immune,randomly_wrong_70,scDREAMER,NMI_cluster/label,0.513273
human_immune,randomly_wrong_70,scDREAMER,graph_conn,0.97525
human_immune,randomly_wrong_70,scDREAMER,isolated_label_F1,0.446145
human_immune,randomly_wrong_70,scDREAMER,isolated_label_silhouette,0.566958
human_immune,randomly_wrong_70,scDREAMER,kBET,0.677908
human_immune,randomly_wrong_70,scDREAMER,lisi_b,0.359645
human_immune,randomly_wrong_70,scDREAMER,lisi_c,0.982173
human_immune,randomly_wrong_70,scDREAMER,lisi_f1,0.5265
human_immune,randomly_wrong_70,scDREAMER,pos_rate,0.887125
human_immune,randomly_wrong_70,scDREAMER,truepos_rate,0.661135
human_immune,randomly_wrong_70,scGEN,ARI_cluster/label,0.726358
human_immune,randomly_wrong_70,scGEN,ASW_label,0.536243
human_immune,randomly_wrong_70,scGEN,ASW_label/batch,0.900944
human_immune,randomly_wrong_70,scGEN,NMI_cluster/label,0.766932
human_immune,randomly_wrong_70,scGEN,graph_conn,0.981934
human_immune,randomly_wrong_70,scGEN,isolated_label_F1,0.70292
human_immune,randomly_wrong_70,scGEN,isolated_label_silhouette,0.58055
human_immune,randomly_wrong_70,scGEN,kBET,0.124809
human_immune,randomly_wrong_70,scGEN,lisi_b,0.177695
human_immune,randomly_wrong_70,scGEN,lisi_c,0.983868
human_immune,randomly_wrong_70,scGEN,lisi_f1,0.301022
human_immune,randomly_wrong_70,scGEN,pos_rate,0.911777
human_immune,randomly_wrong_70,scGEN,truepos_rate,0.068734
human_immune,singleR,ItClust,ARI_cluster/label,0.400153
human_immune,singleR,ItClust,ASW_label,0.528687
human_immune,singleR,ItClust,ASW_label/batch,0.704171
human_immune,singleR,ItClust,NMI_cluster/label,0.466805
human_immune,singleR,ItClust,graph_conn,0.551816
human_immune,singleR,ItClust,isolated_label_F1,0.353066
human_immune,singleR,ItClust,isolated_label_silhouette,0.445112
human_immune,singleR,ItClust,kBET,0.258803
human_immune,singleR,ItClust,lisi_b,0.309914
human_immune,singleR,ItClust,lisi_c,0.934977
human_immune,singleR,ItClust,lisi_f1,0.465523
human_immune,singleR,ItClust,pos_rate,0.610518
human_immune,singleR,ItClust,truepos_rate,0.243538
human_immune,singleR,STACAS,ARI_cluster/label,0.827895
human_immune,singleR,STACAS,ASW_label,0.59654
human_immune,singleR,STACAS,ASW_label/batch,0.898764
human_immune,singleR,STACAS,NMI_cluster/label,0.832504
human_immune,singleR,STACAS,graph_conn,0.970367
human_immune,singleR,STACAS,isolated_label_F1,0.850203
human_immune,singleR,STACAS,isolated_label_silhouette,0.648681
human_immune,singleR,STACAS,kBET,0.290927
human_immune,singleR,STACAS,lisi_b,0.264611
human_immune,singleR,STACAS,lisi_c,0.9881
human_immune,singleR,STACAS,lisi_f1,0.417435
human_immune,singleR,STACAS,pos_rate,0.914374
human_immune,singleR,STACAS,truepos_rate,0.142034
human_immune,singleR,scANVI,ARI_cluster/label,0.830718
human_immune,singleR,scANVI,ASW_label,0.570232
human_immune,singleR,scANVI,ASW_label/batch,0.902443
human_immune,singleR,scANVI,NMI_cluster/label,0.808101
human_immune,singleR,scANVI,graph_conn,0.984752
human_immune,singleR,scANVI,isolated_label_F1,0.792299
human_immune,singleR,scANVI,isolated_label_silhouette,0.609229
human_immune,singleR,scANVI,kBET,0.269493
human_immune,singleR,scANVI,lisi_b,0.264619
human_immune,singleR,scANVI,lisi_c,0.986253
human_immune,singleR,scANVI,lisi_f1,0.417279
human_immune,singleR,scANVI,pos_rate,0.915597
human_immune,singleR,scANVI,truepos_rate,0.155166
human_immune,singleR,scDREAMER,ARI_cluster/label,0.520629
human_immune,singleR,scDREAMER,ASW_label,0.551087
human_immune,singleR,scDREAMER,ASW_label/batch,0.9196
human_immune,singleR,scDREAMER,NMI_cluster/label,0.593833
human_immune,singleR,scDREAMER,graph_conn,0.954765
human_immune,singleR,scDREAMER,isolated_label_F1,0.676299
human_immune,singleR,scDREAMER,isolated_label_silhouette,0.572043
human_immune,singleR,scDREAMER,kBET,0.561793
human_immune,singleR,scDREAMER,lisi_b,0.32766
human_immune,singleR,scDREAMER,lisi_c,0.974129
human_immune,singleR,scDREAMER,lisi_f1,0.490377
human_immune,singleR,scDREAMER,pos_rate,0.834955
human_immune,singleR,scDREAMER,truepos_rate,0.518892
human_immune,singleR,scGEN,ARI_cluster/label,0.560887
human_immune,singleR,scGEN,ASW_label,0.539361
human_immune,singleR,scGEN,ASW_label/batch,0.910558
human_immune,singleR,scGEN,NMI_cluster/label,0.634616
human_immune,singleR,scGEN,graph_conn,0.932723
human_immune,singleR,scGEN,isolated_label_F1,0.625919
human_immune,singleR,scGEN,isolated_label_silhouette,0.571995
human_immune,singleR,scGEN,kBET,0.237959
human_immune,singleR,scGEN,lisi_b,0.247082
human_immune,singleR,scGEN,lisi_c,0.979156
human_immune,singleR,scGEN,lisi_f1,0.394592
human_immune,singleR,scGEN,pos_rate,0.90733
human_immune,singleR,scGEN,truepos_rate,0.307318
human_immune,unsupervised,Harmony,ARI_cluster/label,0.740501
human_immune,unsupervised,Harmony,ASW_label,0.55292
human_immune,unsupervised,Harmony,ASW_label/batch,0.917367
human_immune,unsupervised,Harmony,NMI_cluster/label,0.790499
human_immune,unsupervised,Harmony,graph_conn,0.968459
human_immune,unsupervised,Harmony,isolated_label_F1,0.77905
human_immune,unsupervised,Harmony,isolated_label_silhouette,0.576747
human_immune,unsupervised,Harmony,kBET,0.332273
human_immune,unsupervised,Harmony,lisi_b,0.199032
human_immune,unsupervised,Harmony,lisi_c,0.986309
human_immune,unsupervised,Harmony,lisi_f1,0.331225
human_immune,unsupervised,Harmony,pos_rate,0.906942
human_immune,unsupervised,Harmony,truepos_rate,0.22784
human_immune,unsupervised,Seurat,ARI_cluster/label,0.741512
human_immune,unsupervised,Seurat,ASW_label,0.556182
human_immune,unsupervised,Seurat,ASW_label/batch,0.906374
human_immune,unsupervised,Seurat,NMI_cluster/label,0.798231
human_immune,unsupervised,Seurat,graph_conn,0.972124
human_immune,unsupervised,Seurat,isolated_label_F1,0.643371
human_immune,unsupervised,Seurat,isolated_label_silhouette,0.554068
human_immune,unsupervised,Seurat,kBET,0.344004
human_immune,unsupervised,Seurat,lisi_b,0.344281
human_immune,unsupervised,Seurat,lisi_c,0.97746
human_immune,unsupervised,Seurat,lisi_f1,0.509208
human_immune,unsupervised,Seurat,pos_rate,0.838835
human_immune,unsupervised,Seurat,truepos_rate,0.175401
human_immune,unsupervised,scCRAFT,ARI_cluster/label,0.776466
human_immune,unsupervised,scCRAFT,ASW_label,0.579484
human_immune,unsupervised,scCRAFT,ASW_label/batch,0.913427
human_immune,unsupervised,scCRAFT,NMI_cluster/label,0.823488
human_immune,unsupervised,scCRAFT,graph_conn,0.943362
human_immune,unsupervised,scCRAFT,isolated_label_F1,0.702081
human_immune,unsupervised,scCRAFT,isolated_label_silhouette,0.567394
human_immune,unsupervised,scCRAFT,kBET,0.49341
human_immune,unsupervised,scCRAFT,lisi_b,0.328228
human_immune,unsupervised,scCRAFT,lisi_c,0.984433
human_immune,unsupervised,scCRAFT,lisi_f1,0.49231
human_immune,unsupervised,scCRAFT,pos_rate,0.890318
human_immune,unsupervised,scCRAFT,truepos_rate,0.480929
human_immune,unsupervised,scVI,ARI_cluster/label,0.741512
human_immune,unsupervised,scVI,ASW_label,0.548276
human_immune,unsupervised,scVI,ASW_label/batch,0.888456
human_immune,unsupervised,scVI,NMI_cluster/label,0.798231
human_immune,unsupervised,scVI,graph_conn,0.972124
human_immune,unsupervised,scVI,isolated_label_F1,0.776815
human_immune,unsupervised,scVI,isolated_label_silhouette,0.618877
human_immune,unsupervised,scVI,kBET,0.251843
human_immune,unsupervised,scVI,lisi_b,0.285529
human_immune,unsupervised,scVI,lisi_c,0.986045
human_immune,unsupervised,scVI,lisi_f1,0.442828
human_immune,unsupervised,scVI,pos_rate,0.905868
human_immune,unsupervised,scVI,truepos_rate,0.209067
human_immune,unsupervised,scanorama,ARI_cluster/label,0.77563
human_immune,unsupervised,scanorama,ASW_label,0.554325
human_immune,unsupervised,scanorama,ASW_label/batch,0.943051
human_immune,unsupervised,scanorama,NMI_cluster/label,0.815289
human_immune,unsupervised,scanorama,graph_conn,0.984365
human_immune,unsupervised,scanorama,isolated_label_F1,0.76568
human_immune,unsupervised,scanorama,isolated_label_silhouette,0.590344
human_immune,unsupervised,scanorama,kBET,0.223123
human_immune,unsupervised,scanorama,lisi_b,0.193
human_immune,unsupervised,scanorama,lisi_c,0.986
human_immune,unsupervised,scanorama,lisi_f1,0.323
human_immune,unsupervised,scanorama,pos_rate,0.915239
human_immune,unsupervised,scanorama,truepos_rate,0.070584
human_pancreas,Azimuth,ItClust,ARI_cluster/label,0.947364
human_pancreas,Azimuth,ItClust,ASW_label,0.932388
human_pancreas,Azimuth,ItClust,ASW_label/batch,0.641748
human_pancreas,Azimuth,ItClust,NMI_cluster/label,0.914183
human_pancreas,Azimuth,ItClust,graph_conn,0.913916
human_pancreas,Azimuth,ItClust,isolated_label_F1,0.104478
human_pancreas,Azimuth,ItClust,isolated_label_silhouette,0.667836
human_pancreas,Azimuth,ItClust,kBET,0.482678
human_pancreas,Azimuth,ItClust,lisi_b,0.320451
human_pancreas,Azimuth,ItClust,lisi_c,0.995814
human_pancreas,Azimuth,ItClust,lisi_f1,0.484871
human_pancreas,Azimuth,ItClust,pos_rate,0.967037
human_pancreas,Azimuth,ItClust,truepos_rate,0.228116
human_pancreas,Azimuth,STACAS,ARI_cluster/label,0.956714
human_pancreas,Azimuth,STACAS,ASW_label,0.637993
human_pancreas,Azimuth,STACAS,ASW_label/batch,0.831694
human_pancreas,Azimuth,STACAS,NMI_cluster/label,0.92678
human_pancreas,Azimuth,STACAS,graph_conn,0.985822
human_pancreas,Azimuth,STACAS,isolated_label_F1,0.141414
human_pancreas,Azimuth,STACAS,isolated_label_silhouette,0.726153
human_pancreas,Azimuth,STACAS,kBET,0.495823
human_pancreas,Azimuth,STACAS,lisi_b,0.240841
human_pancreas,Azimuth,STACAS,lisi_c,0.996855
human_pancreas,Azimuth,STACAS,lisi_f1,0.387953
human_pancreas,Azimuth,STACAS,pos_rate,0.974606
human_pancreas,Azimuth,STACAS,truepos_rate,0.0636674
human_pancreas,Azimuth,scANVI,ARI_cluster/label,0.949119
human_pancreas,Azimuth,scANVI,ASW_label,0.586735
human_pancreas,Azimuth,scANVI,ASW_label/batch,0.882247
human_pancreas,Azimuth,scANVI,NMI_cluster/label,0.916071
human_pancreas,Azimuth,scANVI,graph_conn,0.984162
human_pancreas,Azimuth,scANVI,isolated_label_F1,0.186667
human_pancreas,Azimuth,scANVI,isolated_label_silhouette,0.7147
human_pancreas,Azimuth,scANVI,kBET,0.519468
human_pancreas,Azimuth,scANVI,lisi_b,0.280057
human_pancreas,Azimuth,scANVI,lisi_c,0.995323
human_pancreas,Azimuth,scANVI,lisi_f1,0.43712
human_pancreas,Azimuth,scANVI,pos_rate,0.969479
human_pancreas,Azimuth,scANVI,truepos_rate,0.140093
human_pancreas,Azimuth,scDREAMER,ARI_cluster/label,0.945235
human_pancreas,Azimuth,scDREAMER,ASW_label,0.654121
human_pancreas,Azimuth,scDREAMER,ASW_label/batch,0.852193
human_pancreas,Azimuth,scDREAMER,NMI_cluster/label,0.914368
human_pancreas,Azimuth,scDREAMER,graph_conn,0.967118
human_pancreas,Azimuth,scDREAMER,isolated_label_F1,0.103704
human_pancreas,Azimuth,scDREAMER,isolated_label_silhouette,0.530034
human_pancreas,Azimuth,scDREAMER,kBET,0.621005
human_pancreas,Azimuth,scDREAMER,lisi_b,0.406
human_pancreas,Azimuth,scDREAMER,lisi_c,0.995393
human_pancreas,Azimuth,scDREAMER,lisi_f1,0.576754
human_pancreas,Azimuth,scDREAMER,pos_rate,0.970272
human_pancreas,Azimuth,scDREAMER,truepos_rate,0.622635
human_pancreas,Azimuth,scGEN,ARI_cluster/label,0.946703
